title,address,description,state,token,url
مانیتور کامپیوتر و متعلقات,۱۴ ساعت پیش در کرمان,"۳,۰۰۰,۰۰۰ تومان",کارکرده,gaV5KCKV,https://divar.ir/v/مانیتور کامپیوتر و متعلقات/gaV5KCKV
فول گیمینگCORI5رم16گیگDDR5گرافیک با24ماه گارانتیJ8,در فلسطین (میدان انقلاب),"۳۹,۹۸۰,۰۰۰ تومان",نو,gaV1qQU_,https://divar.ir/v/فول گیمینگCORI5رم16گیگDDR5گرافیک با24ماه گارانتیJ8/gaV1qQU_
کامپیوتر درحد آکبند,۱۴ ساعت پیش در زعفرانیه,"۷,۸۰۰,۰۰۰ تومان",در حد نو,gaVhKBk-,https://divar.ir/v/کامپیوتر درحد آکبند/gaVhKBk-
کیس گیمینگ نسل 12 i5 12400f گرافیک RX 5700XT,در شهرک پاسداران,"۱۴۰,۰۰۰,۰۰۰ تومان",در حد نو,gayMOQnp,https://divar.ir/v/کیس گیمینگ نسل 12 i5 12400f گرافیک RX 5700XT/gayMOQnp
کیس قدیمی کامپیوتر,۱۶ ساعت پیش در شکوفه (عبدل آباد),"۱,۵۰۰,۰۰۰ تومان",کارکرده,gaVdomun,https://divar.ir/v/کیس قدیمی کامپیوتر/gaVdomun
دسته فلیپس,۱۷ ساعت پیش در کرمان,"۳,۰۰۰,۰۰۰ تومان",در حد نو,gaV1nD7q,https://divar.ir/v/دسته فلیپس/gaV1nD7q
فروش مانیتور LED سامسونگ - فروش مانیتور سامسونگ,۱۸ ساعت پیش در اباذر,"۸,۷۵۰,۰۰۰ تومان",کارکرده,gaVVn9vu,https://divar.ir/v/فروش مانیتور LED سامسونگ - فروش مانیتور سامسونگ/gaVVn9vu
مادربردگیگاRam8 CPU i310100 پاورگرین,۱۸ ساعت پیش در دولت‌آباد,"۳۵,۰۰۰,۰۰۰ تومان",در حد نو,gaVBXnuE,https://divar.ir/v/مادربردگیگاRam8 CPU i310100 پاورگرین/gaVBXnuE
تجهیزات و متعلقات گیم نت آنلاین ( فروش اقسا طی ),در میدان ولیعصر,"۷۳,۰۰۰,۰۰۰ تومان",در حد نو,AZLrbr6H,https://divar.ir/v/تجهیزات و متعلقات گیم نت آنلاین ( فروش اقسا طی )/AZLrbr6H
کامپیوتر,۱۹ ساعت پیش در تهرانسر شمالی,"۳۰,۰۰۰,۰۰۰ تومان",کارکرده,gaVBWK3R,https://divar.ir/v/کامپیوتر/gaVBWK3R
کیس خالی,۲۰ ساعت پیش در جوادیه,"۱,۲۰۰,۰۰۰ تومان",کارکرده,gaVp1_nj,https://divar.ir/v/کیس خالی/gaVp1_nj
iMac 21.5 Late 2015 i5 رم 8 گیگ سفارش آمریکا,۲۰ ساعت پیش در نیروی هوایی (پیروزی),"۵۵,۰۰۰,۰۰۰ تومان",در حد نو,gaVhlOTr,https://divar.ir/v/iMac 21.5 Late 2015 i5 رم 8 گیگ سفارش آمریکا/gaVhlOTr
۵عدد رم ۸گیگ ddr3 pc,در سلسبیل جنوبی,"۲,۶۰۰,۰۰۰ تومان",در حد نو,gaOZA1e5,https://divar.ir/v/۵عدد رم ۸گیگ ddr3 pc/gaOZA1e5
مانیتور و کیبورد و بلندگو,۲۱ ساعت پیش در تهرانپارس جنوبی,"۲,۵۰۰,۰۰۰ تومان",کارکرده,gaV50by6,https://divar.ir/v/مانیتور و کیبورد و بلندگو/gaV50by6
سیستم گیمینگ و کامپیوتر Pc کیس,۲۱ ساعت پیش در مهرآباد جنوبی,"۴۵۰,۰۰۰,۰۰۰ تومان",در حد نو,gaVpkWSq,https://divar.ir/v/سیستم گیمینگ و کامپیوتر Pc کیس/gaVpkWSq
کامپیوتر,۲۱ ساعت پیش در فرحزاد,"۲۵,۰۰۰,۰۰۰ تومان",در حد نو,gaVNkaQh,https://divar.ir/v/کامپیوتر/gaVNkaQh
کیس نسل ۴ و ۶,در فلسطین (میدان انقلاب),"۲۱,۰۰۰,۰۰۰ تومان",کارکرده,gaVFEzg4,https://divar.ir/v/کیس نسل ۴ و ۶/gaVFEzg4
یک عدد کیس کامپیوتر,۲۲ ساعت پیش در شهید رجایی,"۵,۲۰۰,۰۰۰ تومان",کارکرده,gaV9zPvJ,https://divar.ir/v/یک عدد کیس کامپیوتر/gaV9zPvJ
سیستم RTX 1050TI CORE I7 4790,۲۲ ساعت پیش در گلستان (شهرک راه آهن),"۴۲,۰۰۰,۰۰۰ تومان",در حد نو,gaVpDAGe,https://divar.ir/v/سیستم RTX 1050TI CORE I7 4790/gaVpDAGe
آل این وان دل Dell OptiPLex7460,در حکمت,"۵۹,۸۰۰,۰۰۰ تومان",کارکرده,gZb6rFnL,https://divar.ir/v/آل این وان دل Dell OptiPLex7460/gZb6rFnL
کامپیوتر core i5 رم 8 هارد یک ترا مانیتور 19 LED,۲۲ ساعت پیش در خانی‌آباد,"۱۹,۸۰۰,۰۰۰ تومان",در حد نو,gaVZzxvh,https://divar.ir/v/کامپیوتر core i5 رم 8 هارد یک ترا مانیتور 19 LED/gaVZzxvh
کیس کامپیوتر,در تهرانپارس غربی,"۶,۵۰۰,۰۰۰ تومان",کارکرده,gaJ1j9SQ,https://divar.ir/v/کیس کامپیوتر/gaJ1j9SQ
موتور برق 3/8 کیلو وات سایلنت پیکانتو PC 5900-SI,۲۳ ساعت پیش در پاسداران,"۷۵,۰۰۰,۰۰۰ تومان",در حد نو,gaV5Szgx,https://divar.ir/v/موتور برق 3/8 کیلو وات سایلنت پیکانتو PC 5900-SI/gaV5Szgx
کامپیوتر,۲۳ ساعت پیش در هروی,"۱۶,۰۰۰,۰۰۰ تومان",کارکرده,gaVtCB3l,https://divar.ir/v/کامپیوتر/gaVtCB3l
کیس کامپیوتر,۲۳ ساعت پیش در دکتر هوشیار,"۳,۵۰۰,۰۰۰ تومان",کارکرده,gaVlCaOy,https://divar.ir/v/کیس کامپیوتر/gaVlCaOy
آل این وان فروشگاهی,۲۳ ساعت پیش در گرگان,"۸,۰۰۰,۰۰۰ تومان",کارکرده,gaVlyA6f,https://divar.ir/v/آل این وان فروشگاهی/gaVlyA6f
سیستم گیمینگ RTX 5060 + i5 12400f,در فلسطین (میدان انقلاب),"۱۴۹,۰۰۰,۰۰۰ تومان",نو,gaVdCt3e,https://divar.ir/v/سیستم گیمینگ RTX 5060 + i5 12400f/gaVdCt3e
کامپیوتر رو میزی,۲۳ ساعت پیش در فردوسی,"۲۰,۰۰۰,۰۰۰ تومان",کارکرده,gaVZSY46,https://divar.ir/v/کامپیوتر رو میزی/gaVZSY46
کامپیتر ال جی در نو فروش فوری فوری,۲۴ ساعت پیش در گرگان,"۶,۰۰۰,۰۰۰ تومان",نو,gaVRCAJt,https://divar.ir/v/کامپیتر ال جی در نو فروش فوری فوری/gaVRCAJt
کیس core i3-10100 ارتقا پذیر و اقتصادی,۲۴ ساعت پیش در شادآباد,"۴۴,۰۰۰,۰۰۰ تومان",در حد نو,gaVNSLpg,https://divar.ir/v/کیس core i3-10100 ارتقا پذیر و اقتصادی/gaVNSLpg
کیس گیمینگ اقتصادی,در شمس‌آباد,"۴۸,۵۰۰,۰۰۰ تومان",در حد نو,gaGhbfpd,https://divar.ir/v/کیس گیمینگ اقتصادی/gaGhbfpd
کیس گرین نسل۹,دیروز در نازی‌آباد,"۲۹,۰۰۰,۰۰۰ تومان",در حد نو,gaVFyCUy,https://divar.ir/v/کیس گرین نسل۹/gaVFyCUy
کیس‌اقتصادی‌گیمینگ corei5 + رم16‌ + گرافیک8GB,در فلسطین (میدان انقلاب),"۴۰,۴۰۰,۰۰۰ تومان",در حد نو,gaU1qjh4,https://divar.ir/v/کیس‌اقتصادی‌گیمینگ corei5 + رم16‌ + گرافیک8GB/gaU1qjh4
خریدار کیس حرفه ای گیمینگ فروش,در سعادت‌آباد,"۹۰۰,۰۰۰,۰۰۰ تومان",در حد نو,ga94NO4b,https://divar.ir/v/خریدار کیس حرفه ای گیمینگ فروش/ga94NO4b
کامپیوتر اداری و مغازه و خانگی,در دهقان,"۱۵,۰۰۰,۰۰۰ تومان",در حد نو,ga-Y8n-M,https://divar.ir/v/کامپیوتر اداری و مغازه و خانگی/ga-Y8n-M
فروش کامپیوتر با میز,دیروز در بوستان جنگلی لویزان,"۱۰,۰۰۰,۰۰۰ تومان",نیازمند تعمیر,gaV5x5t7,https://divar.ir/v/فروش کامپیوتر با میز/gaV5x5t7
سیستم حرفه ای گیمینگ AM4,در میدان ولیعصر,"۱۵۵,۰۰۰,۰۰۰ تومان",در حد نو,gaPd5mW-,https://divar.ir/v/سیستم حرفه ای گیمینگ AM4/gaPd5mW-
کیس گیمینگ / رندرینگ نسل ۱۲,دیروز در سلسبیل شمالی,"۲۵۰,۰۰۰,۰۰۰ تومان",در حد نو,gaV1xbTK,https://divar.ir/v/کیس گیمینگ / رندرینگ نسل ۱۲/gaV1xbTK
دسته تسکو مدل TG,دیروز در تهرانسر غربی,"۲,۰۰۰,۰۰۰ تومان",در حد نو,gaVxBECc,https://divar.ir/v/دسته تسکو مدل TG/gaVxBECc
سیستم گیمینگ با مانیتور,دیروز در چیذر,"۱۱۵,۰۰۰,۰۰۰ تومان",کارکرده,gaVtxFgj,https://divar.ir/v/سیستم گیمینگ با مانیتور/gaVtxFgj
رم ram kingston 4gb ۱۶۰۰ MHz PC3L 12800S,دیروز در قنات‌کوثر,"۱,۲۰۰,۰۰۰ تومان",در حد نو,gaVpRvFE,https://divar.ir/v/رم ram kingston 4gb ۱۶۰۰ MHz PC3L 12800S/gaVpRvFE
pc گیم سالم با کارتن,دیروز در عباس‌آباد,"۱۴۶,۰۰۰,۰۰۰ تومان",در حد نو,gaVhRLKD,https://divar.ir/v/pc گیم سالم با کارتن/gaVhRLKD
فرمون v3pro ایکس باکس و پی اس ۴ و pc,دیروز در حکیمیه,"۱۰,۰۰۰,۰۰۰ تومان",در حد نو,gaVhRDpa,https://divar.ir/v/فرمون v3pro ایکس باکس و پی اس ۴ و pc/gaVhRDpa
کامپیوتر کیس/گرافیک۸/طراحی/کیسrgb آکبند,در باغ خزانه,"۴۱,۰۰۰,۰۰۰ تومان",در حد نو,gaIFb4PG,https://divar.ir/v/کامپیوتر کیس/گرافیک۸/طراحی/کیسrgb آکبند/gaIFb4PG
فروش کامپیوتر گیمینگ i7 12700k rtx3060 زیر قیمت,در تهرانپارس جنوبی,"۱۷۹,۵۰۰,۰۰۰ تومان",در حد نو,gaKcBbuY,https://divar.ir/v/فروش کامپیوتر گیمینگ i7 12700k rtx3060 زیر قیمت/gaKcBbuY
کامپیوتر و میز کامپیوتر,دیروز در شهید رجایی,"۱۰,۰۰۰,۰۰۰ تومان",در حد نو,gaVBx3QC,https://divar.ir/v/کامپیوتر و میز کامپیوتر/gaVBx3QC
کامپیوتر کیس برند Hp Tower Z2 G4 باضمانت,دیروز در جردن,"۴۴,۰۰۰,۰۰۰ تومان",کارکرده,gaVBBW1p,https://divar.ir/v/کامپیوتر کیس برند Hp Tower Z2 G4 باضمانت/gaVBBW1p
کیس کامپیوتر گیمینگ/گرافیکrx580/رم16/ssd/hdd,دیروز در فلسطین (میدان انقلاب),"۷۳,۰۰۰,۰۰۰ تومان",در حد نو,gaVlg92Q,https://divar.ir/v/کیس کامپیوتر گیمینگ/گرافیکrx580/رم16/ssd/hdd/gaVlg92Q
کامپیوتر گیمrx580,دیروز در منیریه,"۳۰,۰۰۰,۰۰۰ تومان",کارکرده,gaVhQ9PY,https://divar.ir/v/کامپیوتر گیمrx580/gaVhQ9PY
آی مک i7 نسل ۴ گرافیک دار,دیروز در بازار,"۸۲,۰۰۰,۰۰۰ تومان",در حد نو,gaVhA2og,https://divar.ir/v/آی مک i7 نسل ۴ گرافیک دار/gaVhA2og
کیس نسل ۱۰ اینتل,دیروز در گلاب دره,"۱۹۰,۰۰۰,۰۰۰ تومان",در حد نو,gaVdQxiC,https://divar.ir/v/کیس نسل ۱۰ اینتل/gaVdQxiC
سیستم کامل بسیار سالم,دیروز در فرمانیه,"۱۸,۰۰۰,۰۰۰ تومان",کارکرده,gaVZwJsd,https://divar.ir/v/سیستم کامل بسیار سالم/gaVZwJsd
شمع کاربراتوری NGK و  کوئل روغنی HPC,دیروز در تاکسیرانی,"۱,۰۰۰,۰۰۰ تومان",,gaVRA_-7,https://divar.ir/v/شمع کاربراتوری NGK و  کوئل روغنی HPC/gaVRA_-7
کیس گیمینگ,دیروز در امام حسین,"۱۳۸,۰۰۰,۰۰۰ تومان",در حد نو,gaVRQx6Q,https://divar.ir/v/کیس گیمینگ/gaVRQx6Q
کامپیوتر,دیروز در نصرت,"۲۰,۰۰۰,۰۰۰ تومان",کارکرده,gaVNA7YF,https://divar.ir/v/کامپیوتر/gaVNA7YF
کیس گیمینگ تمییز و سالم,دیروز در فلسطین (میدان انقلاب),"۹۸,۲۰۰,۰۰۰ تومان",کارکرده,gaVNQ2l5,https://divar.ir/v/کیس گیمینگ تمییز و سالم/gaVNQ2l5
کامپیوتر همراه کیس لپتاپ رایانه اسپیکر کیبرد موس,دیروز در علی‌آباد,"۸,۹۹۰,۰۰۰ تومان",کارکرده,gaVNgxL8,https://divar.ir/v/کامپیوتر همراه کیس لپتاپ رایانه اسپیکر کیبرد موس/gaVNgxL8
هدست گیمینگ Onikuma مدل X10 PRO برای XBOX/PC/PS5,در مدائن,"۳,۴۵۰,۰۰۰ تومان",نو,gac80hwH,https://divar.ir/v/هدست گیمینگ Onikuma مدل X10 PRO برای XBOX/PC/PS5/gac80hwH
دسته بازی,دیروز در یافت‌آباد,"۴۰۰,۰۰۰ تومان",کارکرده,gaVJQRAy,https://divar.ir/v/دسته بازی/gaVJQRAy
ال این وان گرین aio green,دیروز در نیاوران,"۱۱۰,۰۰۰,۰۰۰ تومان",در حد نو,gaVFQftb,https://divar.ir/v/ال این وان گرین aio green/gaVFQftb
(شخصی) کیس گیمینگ گیگابایت,دیروز در فرحزاد,"۴۱۰,۰۰۰,۰۰۰ تومان",در حد نو,gaVFAO-X,https://divar.ir/v/(شخصی) کیس گیمینگ گیگابایت/gaVFAO-X
سیستم گیمینگ نسل ۱۳,دیروز در تهرانپارس شرقی,"۶۰۰,۰۰۰,۰۰۰ تومان",در حد نو,gaU9_8kG,https://divar.ir/v/سیستم گیمینگ نسل ۱۳/gaU9_8kG
معاوضه pc gaming,دیروز در هاشمی,"۲۰۰,۰۰۰,۰۰۰ تومان",در حد نو,gaU9_7v4,https://divar.ir/v/معاوضه pc gaming/gaU9_7v4
کیس گیمینگ amd,دیروز در تجریش,"۱۱,۵۰۰,۰۰۰ تومان",در حد نو,gaU9_TgL,https://divar.ir/v/کیس گیمینگ amd/gaU9_TgL
مینی کیس چهار هسته ای,در یافت‌آباد,"۵,۲۰۰,۰۰۰ تومان",کارکرده,gaKB28GL,https://divar.ir/v/مینی کیس چهار هسته ای/gaKB28GL
خریدار و فروشنده کیس گیمینگ و ادرای,در ونک,"۴۰۰,۰۰۰,۰۰۰ تومان",کارکرده,Qalbw6Kt,https://divar.ir/v/خریدار و فروشنده کیس گیمینگ و ادرای/Qalbw6Kt
مانیتور ال جی,دیروز در تهرانپارس غربی,"۷,۰۰۰,۰۰۰ تومان",کارکرده,gaUtfXjH,https://divar.ir/v/مانیتور ال جی/gaUtfXjH
فروش خریدار کیس مانیتور مینی کیس خراب قدیمی,در نارمک,"۱۰۰,۰۰۰,۰۰۰ تومان",کارکرده,QadfWM7Q,https://divar.ir/v/فروش خریدار کیس مانیتور مینی کیس خراب قدیمی/QadfWM7Q
کیس سرور اپل،  مک پرو سالم و تمیز,دیروز در دهقان,"۶۵,۰۰۰,۰۰۰ تومان",کارکرده,gaUlfgJT,https://divar.ir/v/کیس سرور اپل،  مک پرو سالم و تمیز/gaUlfgJT
میز صندلی کامیپوتر/pc زیر قیمت و نو,دیروز در علی‌آباد,"۶,۵۰۰,۰۰۰ تومان",در حد نو,gaUdfLPK,https://divar.ir/v/میز صندلی کامیپوتر/pc زیر قیمت و نو/gaUdfLPK
سیستم pc گیمینگ و رندرینگ حرفه ای کیس کامپیوتر,دیروز در دردشت,"۳۱۵,۰۰۰,۰۰۰ تومان",نو,gaUdvguD,https://divar.ir/v/سیستم pc گیمینگ و رندرینگ حرفه ای کیس کامپیوتر/gaUdvguD
فروشی,دیروز در خلیج فارس,"۴۲,۰۰۰,۰۰۰ تومان",در حد نو,gaU5OjMb,https://divar.ir/v/فروشی/gaU5OjMb
دسته استیم کنترلر Steam Controller,دیروز در شهرک خرازی,"۵۰,۰۰۰,۰۰۰ تومان",در حد نو,gaUxOmjZ,https://divar.ir/v/دسته استیم کنترلر Steam Controller/gaUxOmjZ
سیستم کیس حرفه ای بازی اقسا طی,در میدان ولیعصر,"۱۹۵,۰۰۰,۰۰۰ تومان",نو,AZHvOQnk,https://divar.ir/v/سیستم کیس حرفه ای بازی اقسا طی/AZHvOQnk
کیس قدرتمندAMD FXطراحی،رندر،میکس درحد نو فول گیم,دیروز در آرژانتین,"۲۱,۵۰۰,۰۰۰ تومان",در حد نو,gaUZ-clQ,https://divar.ir/v/کیس قدرتمندAMD FXطراحی،رندر،میکس درحد نو فول گیم/gaUZ-clQ
کامپیوتر با تمام وسایل,دیروز در توحید,"۱۵,۵۰۰,۰۰۰ تومان",کارکرده,gaUVeq3Q,https://divar.ir/v/کامپیوتر با تمام وسایل/gaUVeq3Q
کیس کامپیوتر گیمینگ با ۸ گیگ رم و ویندوز ۱۰,در نیروی هوایی (پیروزی),"۱۲,۸۰۰,۰۰۰ تومان",در حد نو,gaN9fzj5,https://divar.ir/v/کیس کامپیوتر گیمینگ با ۸ گیگ رم و ویندوز ۱۰/gaN9fzj5
کامپیوتر ddr3  i3بامانیتورlg ۱۷ با ram8,در امانیه,"۲۲,۰۰۰,۰۰۰ تومان",کارکرده,gaPROhzo,https://divar.ir/v/کامپیوتر ddr3  i3بامانیتورlg ۱۷ با ram8/gaPROhzo
دسته گیمینگ وایرلس power lead,در سعادت‌آباد,"۲,۸۵۰,۰۰۰ تومان",نو,gaUJu9T_,https://divar.ir/v/دسته گیمینگ وایرلس power lead/gaUJu9T_
کامپیوتر MSI,دیروز در یافت آباد جنوبی,"۱۲,۰۰۰,۰۰۰ تومان",در حد نو,gaUJOflv,https://divar.ir/v/کامپیوتر MSI/gaUJOflv
دسته T28,دیروز در صد دستگاه,"۳,۸۰۰,۰۰۰ تومان",در حد نو,gaUBut0l,https://divar.ir/v/دسته T28/gaUBut0l
دسته بازی وایرلس برای PUBG,در سعادت‌آباد,"۲,۸۵۰,۰۰۰ تومان",نو,gaUBeSBw,https://divar.ir/v/دسته بازی وایرلس برای PUBG/gaUBeSBw
ال این وان دل در تمامی مدل ها موجود,در میدان ولیعصر,"۴۲,۰۰۰,۰۰۰ تومان",در حد نو,gaU5dbzC,https://divar.ir/v/ال این وان دل در تمامی مدل ها موجود/gaU5dbzC
کامپیوتر گیمینگ سفید رنگ نسل ۱۲,دیروز در مهران (سیدخندان),"۷۵,۰۰۰,۰۰۰ تومان",در حد نو,gaUtNpxR,https://divar.ir/v/کامپیوتر گیمینگ سفید رنگ نسل ۱۲/gaUtNpxR
فروش وخریدار انواع کامپیوتر ال این وان سالم خراب,در نیاوران,"۱۰۰,۰۰۰,۰۰۰ تومان",نو,gatsyWGz,https://divar.ir/v/فروش وخریدار انواع کامپیوتر ال این وان سالم خراب/gatsyWGz
سیستم کامل رایانه با برندهای معتبر,دیروز در بریانک,"۲۳,۰۰۰,۰۰۰ تومان",در حد نو,gaUptWRZ,https://divar.ir/v/سیستم کامل رایانه با برندهای معتبر/gaUptWRZ
کاغذدیواری لمینت Spc  پارکت آلمانی کفپوش ضد آب,دیروز در مینی‌سیتی (شهرک نفت),,,gaUlNVRS,https://divar.ir/v/کاغذدیواری لمینت Spc  پارکت آلمانی کفپوش ضد آب/gaUlNVRS
کیس گیمینگ hp گرافیک ddr5 رم ۱۶,در میدان ولیعصر,"۳۱,۹۰۰,۰۰۰ تومان",در حد نو,Aa8dLqpT,https://divar.ir/v/کیس گیمینگ hp گرافیک ddr5 رم ۱۶/Aa8dLqpT
Monitor LG,دیروز در فلسطین (میدان انقلاب),"۶,۳۰۰,۰۰۰ تومان",در حد نو,gaUddGwu,https://divar.ir/v/Monitor LG/gaUddGwu
سرور HP ProLiant DL380 G9,دیروز در ایوانک,"۱۱۵,۰۰۰,۰۰۰ تومان",در حد نو,gaUZ97TT,https://divar.ir/v/سرور HP ProLiant DL380 G9/gaUZ97TT
کامپیوتر گیمینگ pc مانیتور,دیروز در شوش (باغ آذری),"۷۸,۰۰۰,۰۰۰ تومان",کارکرده,gaUZNFqZ,https://divar.ir/v/کامپیوتر گیمینگ pc مانیتور/gaUZNFqZ
مانیتور,دیروز در امیر بهادر,"۳,۵۰۰,۰۰۰ تومان",کارکرده,gaUVtRfY,https://divar.ir/v/مانیتور/gaUVtRfY
کیس کامپیوتر i5-7600,دیروز در تهرانپارس غربی,"۴۰,۰۰۰,۰۰۰ تومان",کارکرده,gaUVNEW0,https://divar.ir/v/کیس کامپیوتر i5-7600/gaUVNEW0
مینی کیس HP G3/رم8/SSD/نسل هفت/سیستم حرفه‌ای,در بلورسازی,"۲۷,۰۰۰,۰۰۰ تومان",در حد نو,gaBguztx,https://divar.ir/v/مینی کیس HP G3/رم8/SSD/نسل هفت/سیستم حرفه‌ای/gaBguztx
تعمیرات لبتاپ/pcدر محل شما با تجهیزات کامل,در جردن,,,gaR9_Gx_,https://divar.ir/v/تعمیرات لبتاپ/pcدر محل شما با تجهیزات کامل/gaR9_Gx_
کیس و مانیتور گیمینگ,در هروی,"۳۵۰,۰۰۰,۰۰۰ تومان",کارکرده,gaRt-NAY,https://divar.ir/v/کیس و مانیتور گیمینگ/gaRt-NAY
کامپیوتر رومیزی اپل,دیروز در فلسطین (میدان انقلاب),"۱۲۵,۰۰۰,۰۰۰ تومان",در حد نو,gaUNdF3s,https://divar.ir/v/کامپیوتر رومیزی اپل/gaUNdF3s
پخش پارکت لمینیت وSPC,دیروز در شهرک چیتگر,"۱,۹۵۰,۰۰۰ تومان",نو,gaTJm_Vy,https://divar.ir/v/پخش پارکت لمینیت وSPC/gaTJm_Vy
مانیتور و کیبورد,دیروز در کاشانک,"۵,۵۰۰,۰۰۰ تومان",در حد نو,gaU98acJ,https://divar.ir/v/مانیتور و کیبورد/gaU98acJ
کیس مادربرد h61 cpu(i5 2500),در منیریه,"۹,۰۰۰,۰۰۰ تومان",کارکرده,gaOtBKc6,https://divar.ir/v/کیس مادربرد h61 cpu(i5 2500)/gaOtBKc6
کامپیوتر و میز,در امجدیه (خاقانی),"۵,۰۰۰,۰۰۰ تومان",در حد نو,gaCl59S1,https://divar.ir/v/کامپیوتر و میز/gaCl59S1
فروش سیستم‌های تخصصی AI، تحلیل داده و پردازش سنگین,در باغ فیض,"۱۰۰,۰۰۰,۰۰۰ تومان",نو,gaD0RdY4,https://divar.ir/v/فروش سیستم‌های تخصصی AI، تحلیل داده و پردازش سنگین/gaD0RdY4
سیستم/کیس/گیمینگ ورندرینگ با 3080 و i5 نسل14 اقساط,در باغ فیض,"۲۵۵,۶۰۰,۰۰۰ تومان",نو,Aa2u7QpD,https://divar.ir/v/سیستم/کیس/گیمینگ ورندرینگ با 3080 و i5 نسل14 اقساط/Aa2u7QpD
کیس رندریگ و معماری ، مناسب تمامی برنامه های طراحی,در باغ فیض,"۱۰۰,۰۰۰,۰۰۰ تومان",نو,gaBcJNCk,https://divar.ir/v/کیس رندریگ و معماری ، مناسب تمامی برنامه های طراحی/gaBcJNCk
سیستم کامپیوتر کیس گیمینگ اقساطی 14400F RTX5060,در باغ فیض,"۱۶۹,۷۰۰,۰۰۰ تومان",نو,AZjzQd6t,https://divar.ir/v/سیستم کامپیوتر کیس گیمینگ اقساطی 14400F RTX5060/AZjzQd6t
سیستم گیمینگ و رندرینگ 9600X 5060Ti DDR5 اقساطی,در باغ فیض,"۲۳۹,۹۰۰,۰۰۰ تومان",نو,gZv-FIMv,https://divar.ir/v/سیستم گیمینگ و رندرینگ 9600X 5060Ti DDR5 اقساطی/gZv-FIMv
سیستم گیمینگ رندرینگ اقتصادی i3 12100F+2060Super,در باغ فیض,"۱۳۷,۹۰۰,۰۰۰ تومان",نو,Aa2q8wzw,https://divar.ir/v/سیستم گیمینگ رندرینگ اقتصادی i3 12100F+2060Super/Aa2q8wzw
فروشی خریدارکیس مانیتور قدیمی رده خارج همه روزه,در جمهوری,"۱۰,۰۰۰,۰۰۰ تومان",کارکرده,Qa5_QcCf,https://divar.ir/v/فروشی خریدارکیس مانیتور قدیمی رده خارج همه روزه/Qa5_QcCf
کامپیوتر MSI  AM272P 13M نوI5 نسل 13رم ۱۶ و 500ssd,در ایرانشهر,"۱۷۹,۰۰۰,۰۰۰ تومان",نو,gaUxMlYd,https://divar.ir/v/کامپیوتر MSI  AM272P 13M نوI5 نسل 13رم ۱۶ و 500ssd/gaUxMlYd
آل این وان ایسوس,در نازی‌آباد,"۹,۵۰۰,۰۰۰ تومان",در حد نو,gav8rt77,https://divar.ir/v/آل این وان ایسوس/gav8rt77
خرید و فروش کامپیوتر گیمینگ/تسویه نقدی,دیروز در کیانشهر,"۵۰,۰۰۰,۰۰۰ تومان",کارکرده,gaUtMVkM,https://divar.ir/v/خرید و فروش کامپیوتر گیمینگ/تسویه نقدی/gaUtMVkM
Imac A1419 2017 آیمک,در فلسطین (میدان انقلاب),"۷۱,۵۰۰,۰۰۰ تومان",در حد نو,gaUlp7vU,https://divar.ir/v/Imac A1419 2017 آیمک/gaUlp7vU
کیس گیمینگ رندرینگ هوش مصنوعی,در میدان ولیعصر,"۱۰۰,۰۰۰ تومان",نو,gaFFyZRV,https://divar.ir/v/کیس گیمینگ رندرینگ هوش مصنوعی/gaFFyZRV
فروش کیس‌ گیمینگ اقتصادی,در میدان ولیعصر,"۱۰۰,۰۰۰ تومان",نو,gaA19Ji5,https://divar.ir/v/فروش کیس‌ گیمینگ اقتصادی/gaA19Ji5
سیستم,دیروز در کوثر,"۱۲,۰۰۰,۰۰۰ تومان",در حد نو,gaUZMgC5,https://divar.ir/v/سیستم/gaUZMgC5
سیستم خفن گیمینگ با تمام متعلقات,در شیخ هادی,"۳۵۵,۰۰۰,۰۰۰ تومان",در حد نو,gavsMdme,https://divar.ir/v/سیستم خفن گیمینگ با تمام متعلقات/gavsMdme
آیمک اسلیم مدل۲۰۱۳ iMac2013,در حکمت,"۱۰,۰۰۰ تومان",کارکرده,AaH8t28Q,https://divar.ir/v/آیمک اسلیم مدل۲۰۱۳ iMac2013/AaH8t28Q
کیس گیمینگ قدرتمند و زیبا i7 و 2060super,در فلسطین (میدان انقلاب),"۱۴۹,۰۰۰,۰۰۰ تومان",در حد نو,gaUYC2Ku,https://divar.ir/v/کیس گیمینگ قدرتمند و زیبا i7 و 2060super/gaUYC2Ku
فروشی,دیروز در سیزده آبان,"۱,۰۰۰ تومان",کارکرده,gaUNsXGf,https://divar.ir/v/فروشی/gaUNsXGf
کیس مانیتور ، کامپیوتر کامل و قوی گیمینگ,در هرندی,"۶۰,۰۰۰,۰۰۰ تومان",در حد نو,gaQ1Kmar,https://divar.ir/v/کیس مانیتور ، کامپیوتر کامل و قوی گیمینگ/gaQ1Kmar
۹عدد سی دی ایکس باکس وتعداد۲۸ عدد pc,دیروز در تسلیحات,"۵۰۰,۰۰۰ تومان",در حد نو,gaUJ8hq5,https://divar.ir/v/۹عدد سی دی ایکس باکس وتعداد۲۸ عدد pc/gaUJ8hq5
کامپیوتر اداری مانیتور خراب هست,دیروز در شهرک رضویه,"۷,۰۰۰,۰۰۰ تومان",در حد نو,gaUFcuq5,https://divar.ir/v/کامپیوتر اداری مانیتور خراب هست/gaUFcuq5
