title,address,description,state,token,url
ps4 fat کپی‌خور دو دسته سفید  لوازم کامل,۱ ساعت پیش در شارق,"۴۱,۰۰۰,۰۰۰ تومان",در حد نو,gaQ5MLyv,https://divar.ir/v/ps4 fat کپی‌خور دو دسته سفید  لوازم کامل/gaQ5MLyv
قلتک روکش لاستیک و پلی یورتان,در شهرک غرب,"۲۵۰,۰۰۰,۰۰۰ تومان",نو,ga0ADatO,https://divar.ir/v/قلتک روکش لاستیک و پلی یورتان/ga0ADatO
دستگاه تخلیه بشکه چسب و پلی یورتان,در سعادت‌آباد,"۴۵۰,۰۰۰,۰۰۰ تومان",نو,gaGcgrC3,https://divar.ir/v/دستگاه تخلیه بشکه چسب و پلی یورتان/gaGcgrC3
کنسول ps4 اسلیم کپی خور ۵۰۰ گیگ,۱ ساعت پیش در هاشمی,"۴۲,۵۰۰,۰۰۰ تومان",در حد نو,gaQ1M0Zx,https://divar.ir/v/کنسول ps4 اسلیم کپی خور ۵۰۰ گیگ/gaQ1M0Zx
فروش دستگاه ps4pro,۱ ساعت پیش در شهرری,"۵۲,۰۰۰,۰۰۰ تومان",در حد نو,gaQ1cqWz,https://divar.ir/v/فروش دستگاه ps4pro/gaQ1cqWz
پلی استیشن 4 اسلیم1ترا  ( ps4 slim)فول بازی,در پونک,"۴۳,۰۰۰,۰۰۰ تومان",در حد نو,QadX_XMn,https://divar.ir/v/پلی استیشن 4 اسلیم1ترا  ( ps4 slim)فول بازی/QadX_XMn
پلی استیشن کنسول بازی فور فایو ایکس باکس,۱ ساعت پیش در توحید,"۱۰۰,۰۰۰ تومان",نو,gaQ18XMh,https://divar.ir/v/پلی استیشن کنسول بازی فور فایو ایکس باکس/gaQ18XMh
فروش PS5 اسلیم SLIM پلمپ (پلی استیشن 5),در پونک,"۹۰,۰۰۰,۰۰۰ تومان",نو,gZoZERiH,https://divar.ir/v/فروش PS5 اسلیم SLIM پلمپ (پلی استیشن 5)/gZoZERiH
ps 5 slim دیسک خور یک ترابایت,در آبشار تهران (دریاچه),"۱۲۰,۰۰۰,۰۰۰ تومان",نو,gaq4WHPP,https://divar.ir/v/ps 5 slim دیسک خور یک ترابایت/gaq4WHPP
sony اسلیم فت خریدار دستگاه ps5پی اس فورفایو,در تهرانپارس شرقی,"۳۸,۰۰۰,۰۰۰ تومان",در حد نو,Qa3zT5s2,https://divar.ir/v/sony اسلیم فت خریدار دستگاه ps5پی اس فورفایو/Qa3zT5s2
لوپ کار Loop car اصل پلی فکتوری,۱ ساعت پیش در درکه,"۶,۰۰۰,۰۰۰ تومان",در حد نو,gaQxMtHr,https://divar.ir/v/لوپ کار Loop car اصل پلی فکتوری/gaQxMtHr
نصب بازی کنسول پلی استیشن PS4 PS5 /خدمات/تعمیرات,در هاشم‌آباد (شهرری),"۷۰,۰۰۰ تومان",کارکرده,QaXzpEPp,https://divar.ir/v/نصب بازی کنسول پلی استیشن PS4 PS5 /خدمات/تعمیرات/QaXzpEPp
تعمیرات دسته پلی استیشن ps4 نصب بازی Ps5 ایکس باکس,۱ ساعت پیش در نیروی هوایی (پیروزی),"۲۵۰,۰۰۰ تومان",نو,gaQx8D3o,https://divar.ir/v/تعمیرات دسته پلی استیشن ps4 نصب بازی Ps5 ایکس باکس/gaQx8D3o
کنسول بازی پی اس فور,۱ ساعت پیش در زعفرانیه,"۴۷,۰۰۰,۰۰۰ تومان",در حد نو,gaQx8F7B,https://divar.ir/v/کنسول بازی پی اس فور/gaQx8F7B
خریدار فروش انواع ps4 ps5/ایکس باکس xbox,در نارمک,"۸۰,۰۰۰,۰۰۰ تومان",کارکرده,gaoshlVh,https://divar.ir/v/خریدار فروش انواع ps4 ps5/ایکس باکس xbox/gaoshlVh
پی اس ۴,۱ ساعت پیش در فاطمی,"۴۸,۰۰۰,۰۰۰ تومان",در حد نو,gaQxMC14,https://divar.ir/v/پی اس ۴/gaQxMC14
نصب بازی Ps5 کپی خور تا ورژن ۱۲.۷۰ در ۲ ساعت,در سلسبیل شمالی,"۴۰۰,۰۰۰ تومان",نو,gaM1O0wN,https://divar.ir/v/نصب بازی Ps5 کپی خور تا ورژن ۱۲.۷۰ در ۲ ساعت/gaM1O0wN
نصب بازیهای PS5 PS4 تحویل فوری,در سلسبیل شمالی,"۱۰۰,۰۰۰ تومان",نو,gayMFbuR,https://divar.ir/v/نصب بازیهای PS5 PS4 تحویل فوری/gayMFbuR
نصب بازی PS5 کپی خور تا 12.70 تحویل ۲ ساعته,در سلسبیل شمالی,"۴۰۰,۰۰۰ تومان",نو,Qa9Y5KpK,https://divar.ir/v/نصب بازی PS5 کپی خور تا 12.70 تحویل ۲ ساعته/Qa9Y5KpK
بازی ps5,۱ ساعت پیش در سهروردی,"۱۱۰,۰۰۰,۰۰۰ تومان",در حد نو,gaQtMgZg,https://divar.ir/v/بازی ps5/gaQtMgZg
مولتی پلیر دونفره اسپیلیت فیکشن بازی PS5 نصب 2026,در هروی,"۱۵۰,۰۰۰ تومان",نو,QauUrE_e,https://divar.ir/v/مولتی پلیر دونفره اسپیلیت فیکشن بازی PS5 نصب 2026/QauUrE_e
تعمیر دسته ps5 - تعمیر دسته ps4 - دسته پلی استیشن,در دکتر هوشیار,"۳۵۰,۰۰۰ تومان",نیازمند تعمیر,AaULhrBD,https://divar.ir/v/تعمیر دسته ps5 - تعمیر دسته ps4 - دسته پلی استیشن/AaULhrBD
gta v ps5,۱ ساعت پیش در بیسیم,"۵,۰۰۰,۰۰۰ تومان",در حد نو,gaQtsXPi,https://divar.ir/v/gta v ps5/gaQtsXPi
پلی استیشن ۱,۱ ساعت پیش در شهرک شریفی,"۲,۵۰۰,۰۰۰ تومان",در حد نو,gaQtMWeL,https://divar.ir/v/پلی استیشن ۱/gaQtMWeL
PS4 SLIME 500g کپی خور دو دسته اسلیم,در آرژانتین,"۳۷,۵۰۰,۰۰۰ تومان",در حد نو,gaK9KQ_U,https://divar.ir/v/PS4 SLIME 500g کپی خور دو دسته اسلیم/gaK9KQ_U
کپی خورps4 slim 1t  دو دسته اصلی,۱ ساعت پیش در صاحب الزمان,"۵۲,۰۰۰,۰۰۰ تومان",در حد نو,gaQtcIq3,https://divar.ir/v/کپی خورps4 slim 1t  دو دسته اصلی/gaQtcIq3
کپی خور تخصصی PS4 و PS5 و نصب بازی,در دکتر هوشیار,"۱,۰۰۰ تومان",نو,Qac7ZScz,https://divar.ir/v/کپی خور تخصصی PS4 و PS5 و نصب بازی/Qac7ZScz
کپی خور تخصصی ps5 وps4 و نصب بازی تحویل فوری,در صادقیه,"۳,۸۰۰,۰۰۰ تومان",نو,ga6UT9q0,https://divar.ir/v/کپی خور تخصصی ps5 وps4 و نصب بازی تحویل فوری/ga6UT9q0
PS5,۱ ساعت پیش در لویزان,"۹۳,۰۰۰,۰۰۰ تومان",در حد نو,gaQp8xT2,https://divar.ir/v/PS5/gaQp8xT2
ps5slim (دیجیتال),۱ ساعت پیش در شهید اسدی,"۹۵,۰۰۰,۰۰۰ تومان",نو,gaQpsnth,https://divar.ir/v/ps5slim (دیجیتال)/gaQpsnth
فروش پلاس برای پلی استیشن 4/5,در ونک,"۸,۴۰۰,۰۰۰ تومان",,ganEProc,https://divar.ir/v/فروش پلاس برای پلی استیشن 4/5/ganEProc
رزیدنت اویل ۵ ps4,۱ ساعت پیش در وحیدیه,"۳,۷۰۰,۰۰۰ تومان",کارکرده,gaQlsnga,https://divar.ir/v/رزیدنت اویل ۵ ps4/gaQlsnga
ps4 1tra,در بنی‌هاشم,"۴۱,۰۰۰,۰۰۰ تومان",در حد نو,gaANQdL4,https://divar.ir/v/ps4 1tra/gaANQdL4
فرمان بازی DOYO به همراه پدال (PC، PS4، Xbox One),۱ ساعت پیش در فرمانیه,"۹,۰۰۰,۰۰۰ تومان",نو,gaQpcEA-,https://divar.ir/v/فرمان بازی DOYO به همراه پدال (PC، PS4، Xbox One)/gaQpcEA-
فروش و تعویض کارکرده PS4 کپیXBOX 5 فلشی+ نصب بازی,در نیروی هوایی (پیروزی),"۳۵,۰۰۰,۰۰۰ تومان",در حد نو,gaHlgcwW,https://divar.ir/v/فروش و تعویض کارکرده PS4 کپیXBOX 5 فلشی+ نصب بازی/gaHlgcwW
پلی استیشن ۳,۱ ساعت پیش در نیروی هوایی (پیروزی),"۳۵,۰۰۰,۰۰۰ تومان",در حد نو,gaQlMul_,https://divar.ir/v/پلی استیشن ۳/gaQlMul_
فروش خریدار پلی فور ps4  ایکس‌باکس۳۶۰ پلی استیشن,در میرداماد,"۳۳,۰۰۰,۰۰۰ تومان",کارکرده,AaDMMZSJ,https://divar.ir/v/فروش خریدار پلی فور ps4  ایکس‌باکس۳۶۰ پلی استیشن/AaDMMZSJ
فروش و خرید انوا نخ زیگزال و پلی استر کارکرده و نو,در فاطمی,"۳۰۰,۰۰۰ تومان",کارکرده,gag81tQX,https://divar.ir/v/فروش و خرید انوا نخ زیگزال و پلی استر کارکرده و نو/gag81tQX
یک عدد دستگاه PS5,۱ ساعت پیش در دکتر هوشیار,"۱۳۵,۰۰۰,۰۰۰ تومان",در حد نو,gaQl8hzA,https://divar.ir/v/یک عدد دستگاه PS5/gaQl8hzA
دسته آبی PS5,۱ ساعت پیش در هروی,"۸,۸۰۰,۰۰۰ تومان",در حد نو,gaQlcVK5,https://divar.ir/v/دسته آبی PS5/gaQlcVK5
بازی Ps5,۱ ساعت پیش در چیذر,"۱,۰۰۰ تومان",در حد نو,gaQlMdQT,https://divar.ir/v/بازی Ps5/gaQlMdQT
نصب بازی اکانتی و هکی و ps4و ps5سرویس رایگان,در مسعودیه,"۱۰۰,۰۰۰ تومان",در حد نو,galc1irw,https://divar.ir/v/نصب بازی اکانتی و هکی و ps4و ps5سرویس رایگان/galc1irw
نصب انواع بازی کنسول های مختلف ps2 ps4 ps5 Xbox,در تهرانسر مرکزی,"۱۰,۰۰۰ تومان",نو,gaAELAT-,https://divar.ir/v/نصب انواع بازی کنسول های مختلف ps2 ps4 ps5 Xbox/gaAELAT-
تعمیرات و سرویس تخصصی کنسول ps4و ps5 وتعمیر دسته,در مسعودیه,"۵۰,۰۰۰ تومان",نیازمند تعمیر,ga9EyzCI,https://divar.ir/v/تعمیرات و سرویس تخصصی کنسول ps4و ps5 وتعمیر دسته/ga9EyzCI
لوله پلی اتیلن  10بار16بار,در شادآباد,"۱,۰۰۰ تومان",نو,QamXiy8d,https://divar.ir/v/لوله پلی اتیلن  10بار16بار/QamXiy8d
دسته بازی اصلی‌Xbox/4/Ps5سرشوکی/استیکر قابلنصب+کپی,در هروی,"۹,۰۰۰,۰۰۰ تومان",نو,Qa_a5K5-,https://divar.ir/v/دسته بازی اصلی‌Xbox/4/Ps5سرشوکی/استیکر قابلنصب+کپی/Qa_a5K5-
خریدار وفروشنده کنسول ایکس باکس سری اسXbox PS4 ps5,در فدک,"۱۰۰,۰۰۰,۰۰۰ تومان",کارکرده,Qae_jnM-,https://divar.ir/v/خریدار وفروشنده کنسول ایکس باکس سری اسXbox PS4 ps5/Qae_jnM-
دسته ps 4,۱ ساعت پیش در جوادیه تهرانپارس,"۴,۲۵۰,۰۰۰ تومان",در حد نو,gaQds5CI,https://divar.ir/v/دسته ps 4/gaQds5CI
پلی‌استیشن 5 (PS5),۱ ساعت پیش در سنائی,"۸۵,۰۰۰,۰۰۰ تومان",در حد نو,gaQdcyMQ,https://divar.ir/v/پلی‌استیشن 5 (PS5)/gaQdcyMQ
Ps4 slim 1 tra,در پردیسان,"۵۵,۰۰۰,۰۰۰ تومان",در حد نو,gaEN_4dS,https://divar.ir/v/Ps4 slim 1 tra/gaEN_4dS
فروش و خریدار انواع پلی استیشن پی اس PS4 و PS5,در ابوذر,"۹۰,۰۰۰,۰۰۰ تومان",نو,gaiQytss,https://divar.ir/v/فروش و خریدار انواع پلی استیشن پی اس PS4 و PS5/gaiQytss
خریداروفروش ps5 ps4 xbox در تمامی نقاط تهران,در صادقیه,"۸۵,۰۰۰,۰۰۰ تومان",نو,Aa6759VK,https://divar.ir/v/خریداروفروش ps5 ps4 xbox در تمامی نقاط تهران/Aa6759VK
فروش معاوضه کرایه اجاره تعویض دیسک سی دی بازی PS5,در شکیبا,"۵۰۰,۰۰۰ تومان",کارکرده,ga5ElWPe,https://divar.ir/v/فروش معاوضه کرایه اجاره تعویض دیسک سی دی بازی PS5/ga5ElWPe
ساروس saros بازی کپی خورکردن نصب بازیps4ps5,در تهرانپارس شرقی,"۸۰۰,۰۰۰ تومان",نو,gaLt479p,https://divar.ir/v/ساروس saros بازی کپی خورکردن نصب بازیps4ps5/gaLt479p
نصب بازی ایکس باکس پلی استیشن Xbox PS4 PS5,در صادقیه,"۲,۵۰۰,۰۰۰ تومان",نو,gabYP_vC,https://divar.ir/v/نصب بازی ایکس باکس پلی استیشن Xbox PS4 PS5/gabYP_vC
دیسک red dead 2 برای ps4 درحد نو,لحظاتی پیش در اکباتان,"۳,۲۹۹,۰۰۰ تومان",در حد نو,gaQFeP3T,https://divar.ir/v/دیسک red dead 2 برای ps4 درحد نو/gaQFeP3T
پی آس فور پرو,لحظاتی پیش در خزانه,"۶۵,۰۰۰,۰۰۰ تومان",نو,gaQFuNku,https://divar.ir/v/پی آس فور پرو/gaQFuNku
محافظ وروکش دسته ps4ps5خریدار پی اسفورفایو,در تهرانپارس شرقی,"۶۰,۰۰۰,۰۰۰ تومان",در حد نو,Qa6ZYwce,https://divar.ir/v/محافظ وروکش دسته ps4ps5خریدار پی اسفورفایو/Qa6ZYwce
fat slim poro ps4 خریداروفروش,در تهرانپارس شرقی,"۳۰,۰۰۰,۰۰۰ تومان",در حد نو,gaAoKjcr,https://divar.ir/v/fat slim poro ps4 خریداروفروش/gaAoKjcr
تعمیرات کنسول و دسته پی اس فایو فورps4ps5,در تهرانپارس شرقی,"۵۰۰,۰۰۰ تومان",نو,gaLpL2ab,https://divar.ir/v/تعمیرات کنسول و دسته پی اس فایو فورps4ps5/gaLpL2ab
بازی پی ای 4 PS4,دقایقی پیش در استاد معین,"۳,۰۰۰,۰۰۰ تومان",کارکرده,gaQBuxWR,https://divar.ir/v/بازی پی ای 4 PS4/gaQBuxWR
فروش وخریدار انواع پلی استیشن پی اس ps4 و ps5,در ابوذر,"۱۰۵,۰۰۰,۰۰۰ تومان",نو,gaioKqj1,https://divar.ir/v/فروش وخریدار انواع پلی استیشن پی اس ps4 و ps5/gaioKqj1
فروش بازی Nioh 3 steelbook ps5,دقایقی پیش در نیروی هوایی (پیروزی),"۸,۰۰۰,۰۰۰ تومان",در حد نو,gaQBeOR9,https://divar.ir/v/فروش بازی Nioh 3 steelbook ps5/gaQBeOR9
ps4 slim 1Tb,در مرزداران,"۴۵,۰۰۰,۰۰۰ تومان",کارکرده,ga8o6oT5,https://divar.ir/v/ps4 slim 1Tb/ga8o6oT5
پلی2فلش رایگان بخر(سمت گیم استیک چین نرو3)۵فور4ps1,در والفجر (افسریه),"۱,۰۰۰ تومان",نو,gaOJc9_8,https://divar.ir/v/پلی2فلش رایگان بخر(سمت گیم استیک چین نرو3)۵فور4ps1/gaOJc9_8
ps4 slim 1t,دقایقی پیش در شهرک طالقانی,"۴۸,۰۰۰,۰۰۰ تومان",در حد نو,gaQV-nGS,https://divar.ir/v/ps4 slim 1t/gaQV-nGS
پلی استیشن ۱,دقایقی پیش در صد دستگاه,"۱,۵۰۰,۰۰۰ تومان",کارکرده,gaQVuLvL,https://divar.ir/v/پلی استیشن ۱/gaQVuLvL
ps4 slim 1 tra,یک ربع پیش در علم و صنعت,"۴۰,۰۰۰,۰۰۰ تومان",کارکرده,gaQFut2t,https://divar.ir/v/ps4 slim 1 tra/gaQFut2t
last of us1 gran turismo vr,۱ ساعت پیش در یاخجی آباد,"۱,۸۷۰,۰۰۰ تومان",در حد نو,gaQNtD8A,https://divar.ir/v/last of us1 gran turismo vr/gaQNtD8A
PSP Go,۲ ساعت پیش در ایران,"۱۶,۵۰۰,۰۰۰ تومان",در حد نو,gaQtMEaB,https://divar.ir/v/PSP Go/gaQtMEaB
دو دسته دستگاه نو میباشدPs4 fat 1Tb,در نصرت,"۳۴,۰۰۰,۰۰۰ تومان",در حد نو,gaQZxRK1,https://divar.ir/v/دو دسته دستگاه نو میباشدPs4 fat 1Tb/gaQZxRK1
بازی قابلنصب ایکس باکس XBOX ONE X S سری اس وان,در نارمک,"۱,۰۰۰,۰۰۰ تومان",نو,Qa1HPIsD,https://divar.ir/v/بازی قابلنصب ایکس باکس XBOX ONE X S سری اس وان/Qa1HPIsD
ps4 slim 1t دو دسته اصلی,در نارمک جنوبی,"۴۰,۰۰۰,۰۰۰ تومان",در حد نو,garM9kUn,https://divar.ir/v/ps4 slim 1t دو دسته اصلی/garM9kUn
نصبps5 بازی کنسول xbox s x one seri وان سری ps4,در افسریه شمالی,"۵۰۰,۰۰۰ تومان",,QZ-Cw8qT,https://divar.ir/v/نصبps5 بازی کنسول xbox s x one seri وان سری ps4/QZ-Cw8qT
پلی SLIM4فور2دسته ۱ترا فول بازی کپیخور نصبps5 xbox,در هروی,"۵,۰۰۰,۰۰۰ تومان",نو,gamAswv2,https://divar.ir/v/پلی SLIM4فور2دسته ۱ترا فول بازی کپیخور نصبps5 xbox/gamAswv2
پخش انواع دسته پلی استیشن4 2 Ps3 ps1 سگا)پلی فور,در مسعودیه,"۱,۰۰۰ تومان",نو,QazXKPSy,https://divar.ir/v/پخش انواع دسته پلی استیشن4 2 Ps3 ps1 سگا)پلی فور/QazXKPSy
دیسکCDپلی استیشن ۱ ۲)سیدیps1بازیusbگیمvrفلشzنصبpsp,در مسعودیه,"۴۰,۰۰۰ تومان",نو,Qa7-rxOm,https://divar.ir/v/دیسکCDپلی استیشن ۱ ۲)سیدیps1بازیusbگیمvrفلشzنصبpsp/Qa7-rxOm
فروشنده خریدار Ps4 ایکس باکس وان پلی استیشن ۴,در جردن,"۲۲,۰۰۰,۰۰۰ تومان",کارکرده,Aaxj-ztR,https://divar.ir/v/فروشنده خریدار Ps4 ایکس باکس وان پلی استیشن ۴/Aaxj-ztR
هدفون Baseus go play 1 max,۴ ساعت پیش در مرزداران,"۳,۲۰۰,۰۰۰ تومان",نو,gaQhKrmb,https://divar.ir/v/هدفون Baseus go play 1 max/gaQhKrmb
دسته پلی استیشن,۴ ساعت پیش در شهرک استقلال,"۱,۵۰۰,۰۰۰ تومان",نیازمند تعمیر,gaQhaSHi,https://divar.ir/v/دسته پلی استیشن/gaQhaSHi
پلی استیشن ۵ فت ۱ترا کپی خور,در جنت‌آباد جنوبی,"۹۰,۰۰۰,۰۰۰ تومان",کارکرده,gaOZVqkt,https://divar.ir/v/پلی استیشن ۵ فت ۱ترا کپی خور/gaOZVqkt
Ps4 slim ۱ ترا دو دسته,۴ ساعت پیش در تهران‌ویلا,"۴۸,۰۰۰,۰۰۰ تومان",در حد نو,gaQdKo4Q,https://divar.ir/v/Ps4 slim ۱ ترا دو دسته/gaQdKo4Q
ps4 slim 1T کپی خور,در فردوسی,"۴۵,۹۵۰,۰۰۰ تومان",در حد نو,AaMGYl2N,https://divar.ir/v/ps4 slim 1T کپی خور/AaMGYl2N
ps5 slim 1tr,۵ ساعت پیش در شهرک شریعتی,"۱۱۸,۰۰۰,۰۰۰ تومان",نو,gaQJ6J9V,https://divar.ir/v/ps5 slim 1tr/gaQJ6J9V
وان پلی اتیلن حمام,۵ ساعت پیش در شهرک چیتگر,"۵,۰۰۰,۰۰۰ تومان",نو,gaQFqC4v,https://divar.ir/v/وان پلی اتیلن حمام/gaQFqC4v
ps4 اسلیم کپی خور ۱ترابایت,۵ ساعت پیش در پامنار,"۴۹,۰۰۰,۰۰۰ تومان",کارکرده,gaQBKtqJ,https://divar.ir/v/ps4 اسلیم کپی خور ۱ترابایت/gaQBKtqJ
پلیستیشن یک با ۱۲ تا بازی نو سونی یک . پلی وان,۵ ساعت پیش در شهرک فردوس (حسینی),"۳,۰۰۰,۰۰۰ تومان",در حد نو,gaQx5aZ5,https://divar.ir/v/پلیستیشن یک با ۱۲ تا بازی نو سونی یک . پلی وان/gaQx5aZ5
Ps5 slim 1 tr,۵ ساعت پیش در سلسبیل جنوبی,"۱۲۰,۰۰۰,۰۰۰ تومان",در حد نو,gaQlZ3Op,https://divar.ir/v/Ps5 slim 1 tr/gaQlZ3Op
PS1,۵ ساعت پیش در وحیدیه,"۴,۸۰۰,۰۰۰ تومان",کارکرده,gaQdZfCV,https://divar.ir/v/PS1/gaQdZfCV
PS4 slim 1tra HDR پی اس ۴ اسلیم ۱ترا کپی خور,۶ ساعت پیش در شهرک محلاتی,"۶۵,۰۰۰,۰۰۰ تومان",نو,gaQpITrj,https://divar.ir/v/PS4 slim 1tra HDR پی اس ۴ اسلیم ۱ترا کپی خور/gaQpITrj
Ps4 pro 1t // پی اس 4 پرو یک ترابایت // Ps4 pro 1t,در شیخ هادی,"۳۹,۰۰۰,۰۰۰ تومان",نو,gaCNnAKd,https://divar.ir/v/Ps4 pro 1t // پی اس 4 پرو یک ترابایت // Ps4 pro 1t/gaCNnAKd
پلی1 ps1)گیمx۴sاستیکproنصب۳۶۰بازیxboxفورoneپرو۵فت۲,در مسعودیه,"۲۰,۰۰۰ تومان",نو,QaQLL6uc,https://divar.ir/v/پلی1 ps1)گیمx۴sاستیکproنصب۳۶۰بازیxboxفورoneپرو۵فت۲/QaQLL6uc
پلیps1یکps2فورm22کپی5پروps3خور۴گیمm15استیکQ10فتone,در مسگرآباد,"۱,۰۰۰ تومان",نو,gadMswDC,https://divar.ir/v/پلیps1یکps2فورm22کپی5پروps3خور۴گیمm15استیکQ10فتone/gadMswDC
تعدادی Fat/Slim/Pro,در اقدسیه (شهرری),"۳۵,۰۰۰,۰۰۰ تومان",در حد نو,gavsKpt3,https://divar.ir/v/تعدادی Fat/Slim/Pro/gavsKpt3
دستگاه سونی,یک ربع پیش در نیکمرام,"۵۰,۰۰۰,۰۰۰ تومان",کارکرده,gaQRenhc,https://divar.ir/v/دستگاه سونی/gaQRenhc
سونی نو,۱۷ ساعت پیش در جانبازان,"۵,۰۰۰,۰۰۰ تومان",نو,gaP1_TYr,https://divar.ir/v/سونی نو/gaP1_TYr
پلی استیشن ۴ اسلیم 1TB کپیخور فول بازی (اقساطی),در رودباری,"۵۰,۰۰۰,۰۰۰ تومان",در حد نو,Qaqnx5p-,https://divar.ir/v/پلی استیشن ۴ اسلیم 1TB کپیخور فول بازی (اقساطی)/Qaqnx5p-
پلیستیشن 1,دیروز در پارک شهر,"۲,۶۰۰,۰۰۰ تومان",در حد نو,gaPNpOKz,https://divar.ir/v/پلیستیشن 1/gaPNpOKz
دسته بازی کامپیوتر و پلی استیشن,دیروز در کوی مهر,"۱,۰۰۰,۰۰۰ تومان",در حد نو,gaP1YNut,https://divar.ir/v/دسته بازی کامپیوتر و پلی استیشن/gaP1YNut
xbox one s,دیروز در جهاد,"۳۶,۵۰۰,۰۰۰ تومان",در حد نو,gaPxY1OP,https://divar.ir/v/xbox one s/gaPxY1OP
دستگاه psp,دیروز در بازار,"۵,۰۰۰,۰۰۰ تومان",در حد نو,gaPxYNef,https://divar.ir/v/دستگاه psp/gaPxYNef
پی اس 5دیجیتال 1ترابایت,دیروز در باهنر,"۸۵,۰۰۰,۰۰۰ تومان",در حد نو,gaPNohm_,https://divar.ir/v/پی اس 5دیجیتال 1ترابایت/gaPNohm_
PS4 1TRA,در دیانتی,"۴۶,۰۰۰,۰۰۰ تومان",در حد نو,gaJROD4n,https://divar.ir/v/PS4 1TRA/gaJROD4n
PS4 Slim 1T Full Game Copy Khor,در حاجی آباد,"۵۰,۵۰۰,۰۰۰ تومان",در حد نو,QamnyOeb,https://divar.ir/v/PS4 Slim 1T Full Game Copy Khor/QamnyOeb
PS4 Fat 1T کپی خور+پایه شارژر اورجینال شرکت سونی,در حاجی آباد,"۴۴,۵۰۰,۰۰۰ تومان",در حد نو,QazvGtrH,https://divar.ir/v/PS4 Fat 1T کپی خور+پایه شارژر اورجینال شرکت سونی/QazvGtrH
پلی استیشن ۴ ps4 اسلیم ۱ ترابایت ریجن ۲,دیروز در کوی حسینی,"۴۱,۵۹۰,۰۰۰ تومان",در حد نو,gaPJUHzd,https://divar.ir/v/پلی استیشن ۴ ps4 اسلیم ۱ ترابایت ریجن ۲/gaPJUHzd
PS4 Slim 1TB,دیروز در جانبازان,"۴۷,۰۰۰,۰۰۰ تومان",در حد نو,gaOxLx02,https://divar.ir/v/PS4 Slim 1TB/gaOxLx02
ps4 slim 1tra - کپی خور ورژن ۹,دیروز در حمیدیان,"۴۳,۰۰۰,۰۰۰ تومان",در حد نو,gaOpJuT9,https://divar.ir/v/ps4 slim 1tra - کپی خور ورژن ۹/gaOpJuT9
پلی استیشن ۴ اسلیم ۱ ترا.پایه شارژر+کیف+ فول گیم,دیروز در رودبارتان,"۴۵,۰۰۰,۰۰۰ تومان",در حد نو,gaOZnugh,https://divar.ir/v/پلی استیشن ۴ اسلیم ۱ ترا.پایه شارژر+کیف+ فول گیم/gaOZnugh
ps4 slim 1tra,پریروز در کوی مهر,"۴۹,۰۰۰,۰۰۰ تومان",در حد نو,gaN9Slbk,https://divar.ir/v/ps4 slim 1tra/gaN9Slbk
ps5 اسلیم استادارد 1 ترا کپی خور فول گیم,در پیرسرا,"۱۰۷,۰۰۰,۰۰۰ تومان",در حد نو,gaN5xKwP,https://divar.ir/v/ps5 اسلیم استادارد 1 ترا کپی خور فول گیم/gaN5xKwP
Ps4(fat)کپیخور1ترا,۳ روز پیش در شهرک آیت الله منتظری,"۴۵,۷۰۰,۰۰۰ تومان",کارکرده,gaM9MJpW,https://divar.ir/v/Ps4(fat)کپیخور1ترا/gaM9MJpW
پی اس ۴ کپی خور  اسلیم ۱ ترا بایت,۳ روز پیش در پیرسرا,"۴۶,۰۰۰,۰۰۰ تومان",در حد نو,gaMVcJd_,https://divar.ir/v/پی اس ۴ کپی خور  اسلیم ۱ ترا بایت/gaMVcJd_
Ps4 Pro 1T اکانتی و کپیخور,در استقامت ۱,"۵۳,۰۰۰,۰۰۰ تومان",در حد نو,gaWIhR3f,https://divar.ir/v/Ps4 Pro 1T اکانتی و کپیخور/gaWIhR3f
ps4 کپی خور دو دسته ۱ ترابایت,۳ روز پیش در کوی مهر,"۷۰,۰۰۰,۰۰۰ تومان",کارکرده,gaLJeJo-,https://divar.ir/v/ps4 کپی خور دو دسته ۱ ترابایت/gaLJeJo-
پی اس فایو دیجیتال دو دسته ۱ ترابایت اصلی,۴ روز پیش در کوی بیانی,"۱۰۰,۰۰۰,۰۰۰ تومان",در حد نو,gaLxZvg6,https://divar.ir/v/پی اس فایو دیجیتال دو دسته ۱ ترابایت اصلی/gaLxZvg6
پی اس فور اسلیم فلش خور ۱ ترا Ps4 slim,۴ روز پیش در چله خانه,"۴۶,۵۰۰,۰۰۰ تومان",در حد نو,gaLdpx5d,https://divar.ir/v/پی اس فور اسلیم فلش خور ۱ ترا Ps4 slim/gaLdpx5d
سونی1 پلی استیشن1 (آکبند) کادو بود *مموری کارت نو*,۴ روز پیش در پل تالشان,"۵,۵۰۰,۰۰۰ تومان",نو,gaKp_HFq,https://divar.ir/v/سونی1 پلی استیشن1 (آکبند) کادو بود *مموری کارت نو*/gaKp_HFq
آیفون 2022 2020 x xs xr xsmax se 11 خریدار و فروش,در ستارخان,"۵۰,۰۰۰,۰۰۰ تومان",کارکرده,gasQC_JJ,https://divar.ir/v/آیفون 2022 2020 x xs xr xsmax se 11 خریدار و فروش/gasQC_JJ
